@relation 'adult-weka.filters.unsupervised.attribute.Remove-V-R5-6,8,11-13,15'

@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
13,Married-civ-spouse,Husband,0,0,45,<=50K
11,Married-civ-spouse,Husband,0,0,45,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Divorced,Not-in-family,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,1977,40,>50K
10,Married-civ-spouse,Husband,0,0,35,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,40,<=50K
4,Separated,Not-in-family,0,0,45,<=50K
14,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,48,<=50K
9,Married-civ-spouse,Husband,7298,0,50,>50K
9,Separated,Not-in-family,0,0,47,<=50K
13,Married-civ-spouse,Husband,0,1902,40,>50K
9,Never-married,Own-child,594,0,40,<=50K
10,Never-married,Own-child,0,0,10,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,40,>50K
10,Divorced,Not-in-family,0,0,30,<=50K
10,Married-civ-spouse,Husband,0,0,43,<=50K
7,Never-married,Own-child,0,0,45,<=50K
9,Married-civ-spouse,Husband,0,0,45,>50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Own-child,0,0,40,<=50K
2,Married-spouse-absent,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,50,<=50K
7,Married-civ-spouse,Own-child,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,40,<=50K
16,Never-married,Not-in-family,0,0,60,>50K
10,Never-married,Own-child,0,0,15,<=50K
9,Married-civ-spouse,Husband,0,0,20,<=50K
4,Married-civ-spouse,Husband,0,0,50,>50K
16,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Wife,7688,0,40,>50K
9,Never-married,Own-child,0,0,32,<=50K
13,Divorced,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
4,Married-civ-spouse,Husband,0,0,40,<=50K
10,Separated,Unmarried,0,0,16,<=50K
9,Never-married,Other-relative,0,0,40,<=50K
13,Divorced,Not-in-family,0,0,45,<=50K
10,Never-married,Not-in-family,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,60,<=50K
9,Married-civ-spouse,Husband,0,0,98,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,7298,0,40,>50K
10,Married-civ-spouse,Husband,0,0,55,<=50K
2,Never-married,Own-child,0,0,10,<=50K
9,Divorced,Unmarried,0,0,40,<=50K
10,Divorced,Own-child,0,0,58,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Wife,0,0,45,<=50K
9,Widowed,Unmarried,0,0,25,<=50K
12,Married-civ-spouse,Husband,0,0,60,<=50K
15,Married-civ-spouse,Husband,99999,0,65,>50K
10,Married-civ-spouse,Husband,0,0,40,>50K
4,Married-civ-spouse,Husband,2580,0,60,<=50K
14,Married-civ-spouse,Husband,0,0,47,>50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,60,<=50K
10,Never-married,Not-in-family,0,0,35,<=50K
12,Married-spouse-absent,Not-in-family,0,0,20,<=50K
10,Married-civ-spouse,Husband,0,1672,45,<=50K
12,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,50,>50K
13,Married-spouse-absent,Not-in-family,0,0,50,<=50K
10,Never-married,Own-child,0,0,40,<=50K
9,Never-married,Unmarried,0,0,18,<=50K
14,Married-civ-spouse,Husband,0,0,40,<=50K
9,Widowed,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,55,<=50K
4,Never-married,Other-relative,0,0,45,<=50K
5,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Unmarried,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,0,60,<=50K
9,Married-civ-spouse,Husband,3103,0,40,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
14,Married-civ-spouse,Wife,0,1902,55,<=50K
8,Never-married,Own-child,0,0,24,<=50K
9,Never-married,Not-in-family,0,0,30,<=50K
9,Never-married,Other-relative,0,0,40,<=50K
11,Widowed,Not-in-family,0,0,38,<=50K
10,Never-married,Own-child,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,0,40,<=50K
6,Divorced,Not-in-family,0,0,50,<=50K
10,Married-civ-spouse,Wife,0,0,30,<=50K
13,Never-married,Not-in-family,0,0,35,<=50K
9,Widowed,Not-in-family,0,0,40,<=50K
7,Married-civ-spouse,Husband,0,0,40,<=50K
4,Widowed,Unmarried,0,0,40,<=50K
12,Never-married,Own-child,0,0,20,<=50K
9,Married-civ-spouse,Wife,0,2377,40,>50K
10,Never-married,Own-child,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,30,<=50K
13,Married-civ-spouse,Husband,0,0,55,>50K
9,Never-married,Own-child,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,35,<=50K
6,Divorced,Other-relative,0,0,70,<=50K
9,Married-civ-spouse,Husband,0,1628,60,<=50K
9,Separated,Unmarried,0,0,40,<=50K
10,Never-married,Not-in-family,2174,0,55,<=50K
5,Never-married,Own-child,0,0,40,<=50K
5,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,4386,0,48,>50K
10,Divorced,Unmarried,0,0,50,<=50K
10,Never-married,Not-in-family,0,0,39,<=50K
9,Divorced,Unmarried,0,0,43,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
10,Divorced,Unmarried,10520,0,30,>50K
9,Widowed,Not-in-family,0,0,8,<=50K
9,Married-civ-spouse,Wife,0,0,30,<=50K
14,Married-civ-spouse,Husband,0,0,40,>50K
10,Married-civ-spouse,Husband,0,0,49,<=50K
13,Married-civ-spouse,Wife,0,0,45,>50K
9,Married-civ-spouse,Wife,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,41,<=50K
14,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
11,Never-married,Not-in-family,0,0,30,<=50K
9,Married-civ-spouse,Husband,5178,0,40,>50K
10,Married-civ-spouse,Husband,7298,0,40,>50K
9,Married-civ-spouse,Husband,0,0,50,<=50K
9,Married-civ-spouse,Husband,7688,0,40,>50K
5,Married-civ-spouse,Husband,0,0,35,<=50K
9,Never-married,Not-in-family,0,0,55,<=50K
9,Married-civ-spouse,Wife,0,0,2,>50K
13,Married-civ-spouse,Husband,0,0,50,>50K
13,Never-married,Own-child,0,0,20,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
9,Married-civ-spouse,Own-child,0,0,26,>50K
10,Divorced,Not-in-family,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,38,<=50K
14,Married-civ-spouse,Wife,0,0,50,>50K
13,Divorced,Unmarried,1506,0,45,<=50K
7,Never-married,Own-child,0,0,35,<=50K
3,Married-civ-spouse,Own-child,0,0,40,<=50K
15,Divorced,Not-in-family,0,0,50,<=50K
16,Married-civ-spouse,Wife,99999,0,36,>50K
10,Never-married,Own-child,0,0,20,<=50K
13,Married-civ-spouse,Husband,0,0,15,<=50K
11,Widowed,Not-in-family,0,0,35,<=50K
7,Never-married,Not-in-family,0,0,60,<=50K
9,Married-civ-spouse,Wife,3411,0,38,<=50K
9,Married-civ-spouse,Husband,0,1740,40,<=50K
8,Never-married,Own-child,0,0,16,<=50K
13,Married-civ-spouse,Husband,15024,0,45,>50K
9,Widowed,Not-in-family,0,0,36,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
10,Divorced,Unmarried,0,0,40,<=50K
16,Married-civ-spouse,Husband,0,0,40,>50K
13,Married-civ-spouse,Husband,0,1740,35,<=50K
10,Married-civ-spouse,Husband,0,0,20,>50K
12,Divorced,Unmarried,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,>50K
14,Married-civ-spouse,Husband,0,0,30,>50K
15,Married-civ-spouse,Husband,0,2415,45,>50K
6,Never-married,Own-child,0,0,20,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,50,<=50K
10,Never-married,Not-in-family,0,0,25,<=50K
13,Divorced,Other-relative,0,0,20,<=50K
9,Never-married,Unmarried,0,0,52,<=50K
11,Never-married,Own-child,3418,0,40,<=50K
10,Never-married,Other-relative,0,0,40,<=50K
6,Married-civ-spouse,Husband,0,0,40,>50K
11,Never-married,Not-in-family,0,0,50,<=50K
10,Never-married,Other-relative,0,0,20,<=50K
13,Widowed,Not-in-family,0,0,56,<=50K
11,Married-civ-spouse,Husband,0,0,75,<=50K
13,Never-married,Not-in-family,0,0,45,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Wife,0,0,35,<=50K
13,Married-civ-spouse,Husband,0,0,50,>50K
8,Never-married,Own-child,0,0,12,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
10,Divorced,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,45,>50K
4,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Wife,0,0,40,>50K
9,Never-married,Not-in-family,0,0,25,<=50K
10,Married-civ-spouse,Husband,0,0,30,<=50K
10,Married-civ-spouse,Husband,0,0,20,<=50K
13,Divorced,Not-in-family,0,0,40,>50K
4,Divorced,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,60,<=50K
13,Married-civ-spouse,Wife,0,0,35,<=50K
7,Never-married,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
10,Never-married,Own-child,0,0,20,<=50K
13,Married-civ-spouse,Husband,0,1887,60,>50K
10,Never-married,Own-child,0,0,35,<=50K
12,Never-married,Own-child,0,0,40,<=50K
10,Married-spouse-absent,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,80,<=50K
11,Separated,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,25,<=50K
13,Divorced,Not-in-family,0,0,45,<=50K
10,Divorced,Not-in-family,0,0,35,<=50K
7,Never-married,Own-child,0,0,12,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,45,<=50K
9,Married-civ-spouse,Husband,4064,0,40,<=50K
14,Married-civ-spouse,Wife,0,0,40,>50K
10,Never-married,Own-child,0,0,42,<=50K
12,Never-married,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Unmarried,0,0,20,<=50K
13,Never-married,Own-child,0,0,20,<=50K
10,Never-married,Not-in-family,0,0,43,<=50K
9,Never-married,Own-child,0,0,40,<=50K
7,Never-married,Own-child,0,0,20,<=50K
10,Never-married,Own-child,0,0,15,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
10,Divorced,Not-in-family,0,0,40,<=50K
10,Never-married,Own-child,0,0,30,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Not-in-family,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,1902,40,>50K
13,Never-married,Own-child,0,0,12,<=50K
5,Married-civ-spouse,Husband,0,0,60,>50K
9,Divorced,Not-in-family,0,0,40,<=50K
9,Never-married,Other-relative,0,0,40,<=50K
5,Never-married,Not-in-family,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,38,>50K
16,Married-civ-spouse,Husband,0,0,50,>50K
14,Married-civ-spouse,Husband,0,0,50,>50K
12,Never-married,Own-child,0,0,40,<=50K
7,Married-civ-spouse,Husband,0,0,40,<=50K
13,Divorced,Not-in-family,0,0,43,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,55,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
14,Divorced,Not-in-family,0,0,43,<=50K
10,Never-married,Own-child,0,0,50,<=50K
10,Married-civ-spouse,Wife,0,0,20,>50K
5,Separated,Other-relative,0,0,40,<=50K
13,Married-civ-spouse,Wife,0,0,32,>50K
9,Never-married,Not-in-family,0,0,60,<=50K
6,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,55,>50K
14,Widowed,Not-in-family,0,0,10,<=50K
10,Never-married,Own-child,0,0,8,<=50K
10,Married-civ-spouse,Husband,0,0,60,<=50K
14,Divorced,Not-in-family,0,0,45,<=50K
9,Married-civ-spouse,Husband,5013,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
4,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Wife,0,1740,25,<=50K
10,Married-civ-spouse,Husband,0,0,45,<=50K
9,Divorced,Unmarried,0,0,55,<=50K
13,Married-civ-spouse,Husband,0,0,40,>50K
10,Never-married,Own-child,0,0,25,<=50K
10,Never-married,Own-child,0,0,40,<=50K
13,Never-married,Own-child,0,0,45,<=50K
14,Divorced,Not-in-family,0,2001,60,<=50K
10,Married-civ-spouse,Husband,0,0,55,<=50K
11,Separated,Unmarried,0,0,25,<=50K
10,Never-married,Own-child,0,0,20,<=50K
10,Never-married,Unmarried,0,3004,60,>50K
10,Divorced,Not-in-family,0,0,40,<=50K
16,Never-married,Not-in-family,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,20,<=50K
9,Married-civ-spouse,Husband,0,0,60,<=50K
9,Never-married,Own-child,0,0,40,<=50K
12,Never-married,Own-child,0,0,30,<=50K
3,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,56,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
5,Never-married,Own-child,0,0,20,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
4,Never-married,Own-child,0,0,30,<=50K
9,Married-civ-spouse,Husband,0,0,48,<=50K
12,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Own-child,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,45,>50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Own-child,0,0,40,<=50K
9,Never-married,Own-child,0,0,25,<=50K
7,Divorced,Other-relative,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
12,Divorced,Not-in-family,0,0,40,<=50K
8,Never-married,Not-in-family,0,0,40,<=50K
14,Divorced,Unmarried,0,0,50,>50K
12,Divorced,Not-in-family,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,30,<=50K
3,Married-civ-spouse,Husband,0,0,56,<=50K
9,Never-married,Own-child,0,0,24,<=50K
9,Married-civ-spouse,Husband,2580,0,40,<=50K
10,Divorced,Unmarried,0,0,40,<=50K
10,Married-spouse-absent,Not-in-family,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,53,<=50K
10,Never-married,Own-child,0,0,40,<=50K
4,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Own-child,0,0,40,<=50K
13,Married-civ-spouse,Wife,0,0,30,>50K
9,Never-married,Own-child,0,0,30,<=50K
14,Never-married,Not-in-family,0,0,45,>50K
9,Never-married,Own-child,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,45,<=50K
13,Divorced,Unmarried,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,2042,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,20,<=50K
9,Married-civ-spouse,Husband,0,0,48,>50K
10,Never-married,Not-in-family,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
6,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
3,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Own-child,0,0,70,<=50K
6,Never-married,Own-child,0,0,20,<=50K
13,Married-civ-spouse,Husband,0,0,60,>50K
10,Married-civ-spouse,Husband,0,0,35,<=50K
14,Married-civ-spouse,Husband,20051,0,60,>50K
9,Never-married,Other-relative,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Not-in-family,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,99,<=50K
14,Separated,Not-in-family,0,0,40,>50K
4,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
13,Married-civ-spouse,Wife,0,0,50,>50K
13,Never-married,Not-in-family,0,0,20,<=50K
10,Married-civ-spouse,Husband,0,0,45,<=50K
10,Never-married,Own-child,0,0,30,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
5,Divorced,Not-in-family,0,0,40,>50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Wife,0,0,40,<=50K
13,Divorced,Unmarried,7430,0,40,>50K
9,Married-civ-spouse,Husband,0,0,12,<=50K
8,Divorced,Unmarried,0,0,21,<=50K
9,Married-civ-spouse,Wife,0,0,55,<=50K
13,Widowed,Not-in-family,0,0,25,<=50K
11,Never-married,Not-in-family,0,1590,64,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,10,<=50K
7,Never-married,Own-child,0,0,25,<=50K
13,Never-married,Own-child,0,2231,40,>50K
5,Divorced,Not-in-family,0,0,45,<=50K
9,Divorced,Unmarried,0,0,28,<=50K
13,Married-civ-spouse,Husband,15024,0,60,>50K
9,Never-married,Other-relative,0,0,40,<=50K
14,Married-spouse-absent,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
11,Married-civ-spouse,Husband,0,0,50,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
14,Never-married,Not-in-family,0,0,50,>50K
11,Divorced,Unmarried,0,0,40,>50K
10,Married-civ-spouse,Husband,0,0,60,>50K
9,Divorced,Not-in-family,0,0,33,<=50K
11,Married-civ-spouse,Other-relative,0,1579,40,<=50K
14,Widowed,Not-in-family,0,0,40,<=50K
11,Never-married,Own-child,0,0,30,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,45,>50K
9,Never-married,Own-child,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,30,<=50K
10,Married-civ-spouse,Husband,0,1844,70,<=50K
10,Married-civ-spouse,Husband,0,0,43,>50K
9,Married-civ-spouse,Husband,0,1740,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,20,<=50K
13,Never-married,Not-in-family,0,0,63,<=50K
10,Divorced,Unmarried,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,1977,45,>50K
9,Never-married,Other-relative,0,0,40,<=50K
14,Married-civ-spouse,Husband,0,0,36,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
13,Divorced,Not-in-family,13550,0,43,>50K
11,Married-civ-spouse,Husband,0,0,42,<=50K
10,Married-civ-spouse,Wife,0,0,40,>50K
15,Divorced,Not-in-family,2354,0,99,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Never-married,Own-child,0,0,40,<=50K
5,Married-spouse-absent,Not-in-family,0,0,30,<=50K
13,Never-married,Not-in-family,0,0,40,>50K
10,Married-civ-spouse,Husband,7688,0,40,>50K
10,Married-civ-spouse,Husband,0,0,45,<=50K
9,Divorced,Own-child,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,4,<=50K
3,Married-civ-spouse,Wife,0,0,45,<=50K
8,Married-civ-spouse,Wife,0,0,50,<=50K
9,Married-civ-spouse,Husband,0,0,50,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
9,Divorced,Own-child,0,0,50,<=50K
6,Never-married,Own-child,0,0,40,<=50K
10,Never-married,Own-child,0,0,32,<=50K
9,Never-married,Own-child,0,0,60,<=50K
9,Never-married,Own-child,0,0,25,<=50K
9,Never-married,Own-child,0,0,40,<=50K
7,Separated,Not-in-family,0,0,40,<=50K
13,Never-married,Own-child,0,0,16,<=50K
9,Divorced,Unmarried,0,0,40,<=50K
11,Married-civ-spouse,Wife,0,0,45,<=50K
13,Married-civ-spouse,Husband,0,0,12,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
10,Married-civ-spouse,Husband,0,0,40,>50K
14,Married-civ-spouse,Husband,0,0,40,>50K
13,Never-married,Own-child,0,0,55,<=50K
9,Never-married,Own-child,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,7298,0,55,>50K
6,Married-spouse-absent,Not-in-family,0,0,40,<=50K
9,Divorced,Not-in-family,3325,0,45,<=50K
11,Divorced,Not-in-family,0,0,60,<=50K
9,Never-married,Own-child,0,0,40,<=50K
10,Never-married,Other-relative,0,0,40,<=50K
10,Divorced,Unmarried,0,0,80,<=50K
9,Never-married,Own-child,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
9,Widowed,Not-in-family,0,0,35,<=50K
10,Never-married,Own-child,0,0,25,<=50K
15,Married-civ-spouse,Husband,99999,0,65,>50K
9,Married-civ-spouse,Wife,0,0,35,<=50K
9,Married-civ-spouse,Husband,0,0,38,<=50K
10,Never-married,Own-child,0,0,10,<=50K
10,Never-married,Own-child,0,0,25,<=50K
13,Married-civ-spouse,Husband,0,0,20,>50K
13,Married-civ-spouse,Husband,7688,0,50,>50K
10,Married-civ-spouse,Husband,15024,0,18,>50K
6,Married-spouse-absent,Unmarried,0,0,40,<=50K
13,Never-married,Own-child,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
4,Married-civ-spouse,Husband,0,0,32,<=50K
6,Divorced,Not-in-family,0,0,50,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
11,Married-civ-spouse,Husband,0,0,45,>50K
10,Divorced,Not-in-family,0,0,80,<=50K
14,Married-civ-spouse,Husband,0,0,45,>50K
9,Never-married,Own-child,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
9,Never-married,Not-in-family,4416,0,42,<=50K
13,Married-civ-spouse,Husband,15024,0,75,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
9,Divorced,Not-in-family,0,0,45,<=50K
14,Married-civ-spouse,Husband,0,0,40,>50K
13,Divorced,Not-in-family,0,0,40,<=50K
9,Divorced,Unmarried,0,0,35,<=50K
13,Married-civ-spouse,Husband,0,0,50,<=50K
14,Divorced,Other-relative,0,0,40,<=50K
10,Never-married,Not-in-family,0,0,40,<=50K
9,Never-married,Unmarried,0,0,40,<=50K
13,Never-married,Unmarried,2977,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
10,Never-married,Own-child,0,0,25,<=50K
9,Married-civ-spouse,Husband,0,0,80,>50K
7,Never-married,Own-child,0,0,10,<=50K
12,Married-civ-spouse,Husband,0,0,35,<=50K
2,Never-married,Own-child,0,0,35,<=50K
9,Widowed,Not-in-family,0,0,16,<=50K
10,Never-married,Own-child,0,0,25,<=50K
9,Divorced,Not-in-family,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,50,>50K
10,Never-married,Own-child,0,0,12,<=50K
9,Married-civ-spouse,Husband,0,0,30,<=50K
10,Married-civ-spouse,Husband,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,35,>50K
9,Never-married,Not-in-family,0,0,40,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,72,>50K
12,Never-married,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Wife,0,0,40,>50K
6,Never-married,Other-relative,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,40,<=50K
10,Never-married,Own-child,0,0,35,<=50K
3,Separated,Unmarried,0,0,40,<=50K
13,Divorced,Own-child,0,0,39,<=50K
9,Married-civ-spouse,Husband,0,0,48,<=50K
14,Married-civ-spouse,Wife,0,0,40,>50K
10,Married-civ-spouse,Husband,0,0,48,<=50K
16,Divorced,Not-in-family,8614,0,60,>50K
9,Divorced,Unmarried,0,0,30,<=50K
10,Separated,Unmarried,0,0,75,<=50K
13,Never-married,Own-child,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,30,<=50K
14,Married-civ-spouse,Husband,0,0,60,>50K
14,Married-civ-spouse,Husband,7688,0,38,>50K
10,Never-married,Not-in-family,0,0,40,<=50K
3,Married-civ-spouse,Husband,0,0,55,<=50K
9,Never-married,Not-in-family,0,0,40,<=50K
12,Married-civ-spouse,Wife,0,0,40,>50K
14,Married-civ-spouse,Husband,0,0,40,>50K
12,Divorced,Not-in-family,0,0,56,<=50K
10,Never-married,Own-child,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,60,<=50K
10,Married-civ-spouse,Husband,7298,0,40,>50K
6,Separated,Not-in-family,0,0,30,<=50K
14,Married-civ-spouse,Husband,0,0,45,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
9,Separated,Not-in-family,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,40,<=50K
7,Never-married,Own-child,0,0,20,<=50K
6,Married-civ-spouse,Husband,0,0,50,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
9,Never-married,Own-child,0,0,20,<=50K
10,Separated,Unmarried,0,0,40,<=50K
9,Married-civ-spouse,Husband,0,0,44,<=50K
10,Married-spouse-absent,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,40,>50K
4,Widowed,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,0,0,72,<=50K
9,Divorced,Not-in-family,0,0,30,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
6,Never-married,Other-relative,0,0,30,<=50K
9,Married-civ-spouse,Husband,0,0,40,>50K
9,Separated,Not-in-family,0,0,44,<=50K
10,Married-civ-spouse,Husband,7688,0,40,>50K
13,Never-married,Not-in-family,0,0,40,<=50K
10,Married-civ-spouse,Husband,7298,0,45,>50K
10,Divorced,Other-relative,0,0,40,<=50K
10,Divorced,Not-in-family,0,0,40,<=50K
13,Married-civ-spouse,Husband,0,0,40,<=50K
13,Never-married,Not-in-family,0,0,50,>50K
10,Married-civ-spouse,Husband,0,0,35,<=50K
13,Never-married,Not-in-family,0,0,30,<=50K
10,Married-civ-spouse,Husband,0,0,50,<=50K
12,Never-married,Not-in-family,0,0,50,<=50K
